NAME,LINK,SUBMISSIONS,ACCURACY
"
End Of The World
",https://www.codechef.com//problems/CHEFHACK,263,23.42
"
Sereja and Line
",https://www.codechef.com//problems/SEALINE,262,49.31
"
Forced Particles
",https://www.codechef.com//problems/FRCPRT,262,21.45
"
Ada Matrix
",https://www.codechef.com//problems/ADAMTR,262,15.96
"
Vote for the Noodle Soup
",https://www.codechef.com//problems/NDLVOTE,261,26.88
"
Chef and Strange Addition
",https://www.codechef.com//problems/CHEFADD,261,40.97
"
Sed Passwords
",https://www.codechef.com//problems/SEDPASS,261,56.11
"
Moving Coins
",https://www.codechef.com//problems/MVCOIN,260,39.88
"
MasterChef
",https://www.codechef.com//problems/MCHEF,258,11.49
"
Mr Wireless
",https://www.codechef.com//problems/KOL16H,258,32.77
"
Golomb Sequence
",https://www.codechef.com//problems/GOLOMB,258,24.25
"
Counter Test For CHEFSUM
",https://www.codechef.com//problems/CHEFCOUN,256,21.92
"
Reign
",https://www.codechef.com//problems/REIGN,255,37.3
"
Appy Loves One
",https://www.codechef.com//problems/HMAPPY1,255,15.94
"
From Zero to Infinity
",https://www.codechef.com//problems/WEIRDO,255,20.83
"
Lavanya Loves DFA
",https://www.codechef.com//problems/ICM2006,254,51.25
"
Palindromic Game
",https://www.codechef.com//problems/PALINGAM,253,24.71
"
Chef Hates Palindromes
",https://www.codechef.com//problems/CHEFHPAL,253,30.7
"
Maximum Plus
",https://www.codechef.com//problems/PLUS,253,27.5
"
D - Pilgrims Destination
",https://www.codechef.com//problems/PILGRIMS,253,26.05
"
Quadratic Functions
",https://www.codechef.com//problems/QUADFUNC,252,45.91
"
Prefix Numbers
",https://www.codechef.com//problems/PREFNUM,252,16.42
"
Chef and Square
",https://www.codechef.com//problems/CHEFSQUA,251,28.73
"
Steady tables
",https://www.codechef.com//problems/STDYTAB,251,28.72
"
Chef and Balls
",https://www.codechef.com//problems/CHBLLS,249,36.93
"
Greatest Dumpling Fight
",https://www.codechef.com//problems/DUMPLING,248,30.35
"
Two Circles
",https://www.codechef.com//problems/CIRCLES2,247,17.54
"
Maxim and Progressions
",https://www.codechef.com//problems/MAXPR,246,20.37
"
Chef and Strange Matrix
",https://www.codechef.com//problems/CHEFBM,246,14.83
"
Minimal Travel Time
",https://www.codechef.com//problems/CLASSES,245,27.22
"
Chef and Strings
",https://www.codechef.com//problems/STRQ,244,10.31
"
Useful Number
",https://www.codechef.com//problems/USF,244,30.24
"
Chef and Hamming Distance of arrays
",https://www.codechef.com//problems/CHEFHAM,243,24.54
"
Minimize the string
",https://www.codechef.com//problems/MINSTR,241,37.6
"
Chef and Operations
",https://www.codechef.com//problems/QABC,241,43.63
"
Gift and Chef
",https://www.codechef.com//problems/GIFTCHEF,240,35.39
"
Long Contest and Cook Off Overlaps
",https://www.codechef.com//problems/LONGCOOK,240,27.48
"
ChefTown Parade
",https://www.codechef.com//problems/CHEFTOWN,239,28.35
"
Sheokand and String
",https://www.codechef.com//problems/SHKSTR,239,21.65
"
Traversing Trees
",https://www.codechef.com//problems/CENS20F,239,23.53
"
Bad Shuffle
",https://www.codechef.com//problems/BSHUFFLE,238,33.29
"
Secret Mission
",https://www.codechef.com//problems/SECRETMI,238,40.81
"
Gru is Handing Out Bananas
",https://www.codechef.com//problems/GRUBAN,237,29.2
"
Sufficiently different string
",https://www.codechef.com//problems/SDIFFSTR,237,38.32
"
Sums in a cuboid
",https://www.codechef.com//problems/CUBESUM,236,40.39
"
Chef and Tetris
",https://www.codechef.com//problems/CHEFTET,236,20.62
"
Matrix
",https://www.codechef.com//problems/MTRWY,235,18.4
"
Devu and Perfume
",https://www.codechef.com//problems/DEVPERF,235,26.12
"
Maximize Diversity of an Array
",https://www.codechef.com//problems/MAXDIVER,235,30.02
"
Collision in Space
",https://www.codechef.com//problems/COLLIDE,234,26.13
"
Jeremy gets a gift
",https://www.codechef.com//problems/CLLEXO,234,23.01
"
Are These Equal
",https://www.codechef.com//problems/ICM2002,233,45.16
"
Count the squares
",https://www.codechef.com//problems/D6,232,24.01
"
Devu and his Class
",https://www.codechef.com//problems/DEVCLASS,231,19.72
"
Sebi and the corrupt goverment
",https://www.codechef.com//problems/SETELE,231,27.3
"
Angry Grandfather
",https://www.codechef.com//problems/ANGGRA,231,40.87
"
Chef And The Hiring Event
",https://www.codechef.com//problems/CHEARMY,230,36.97
"
Gerrymander
",https://www.codechef.com//problems/GERMANDE,230,25.75
"
One Dimensional Game of Life
",https://www.codechef.com//problems/LIFE,229,50
"
Time measure
",https://www.codechef.com//problems/TIMEASR,229,26.68
"
Field Trip
",https://www.codechef.com//problems/FTRIP,228,25.37
"
Subtraction Game
",https://www.codechef.com//problems/GAMEAAM,228,28.78
"
Tree Game
",https://www.codechef.com//problems/TREEGAME,228,34.1
"
Little Elephant and Exams
",https://www.codechef.com//problems/LEEXAMS,227,39.92
"
Chef and Submatrix
",https://www.codechef.com//problems/CHEFAXR,227,33.76
"
Expected Xor
",https://www.codechef.com//problems/EXPXOR,227,57.44
"
Graph Construction
",https://www.codechef.com//problems/KDIAMS,226,45.37
"
Random Game
",https://www.codechef.com//problems/RANDGAME,225,26.15
"
Mean Problem
",https://www.codechef.com//problems/MEANPROB,225,32.12
"
Xor Compare
",https://www.codechef.com//problems/XORCOMP,225,19.3
"
Firdavs and Planet F
",https://www.codechef.com//problems/FAPF,224,35.86
"
Same Snake
",https://www.codechef.com//problems/SAMESNAK,223,21.72
"
Colored Array
",https://www.codechef.com//problems/COLARR,222,26.97
"
Chef and Diamonds
",https://www.codechef.com//problems/RANDID,222,37.39
"
Matrix and Chef
",https://www.codechef.com//problems/MTRXMOD,220,26.34
"
Chefina and Sums
",https://www.codechef.com//problems/CFINASUM,220,25.49
"
Cooking Game
",https://www.codechef.com//problems/COOKGAME,219,16.17
"
Chef and Cookies
",https://www.codechef.com//problems/PCJ18D,219,34.52
"
Flappy Bird
",https://www.codechef.com//problems/FLAPPYBD,219,35.96
"
Chef and Dice
",https://www.codechef.com//problems/CHEFDICE,217,34.01
"
Earning A Profit 
",https://www.codechef.com//problems/ICL1905,217,31.12
"
Chef And Fibonacci Array
",https://www.codechef.com//problems/CHEFFA,216,31.49
"
The Lost Arithmetic Sequences
",https://www.codechef.com//problems/TAASEQ,216,18.27
"
ABABAABA
",https://www.codechef.com//problems/ABABAABA,215,22.46
"
Independent Set
",https://www.codechef.com//problems/INDEP,215,31.97
"
Kirito in labyrinth
",https://www.codechef.com//problems/KIRLAB,214,16.4
"
Greedy Candidates
",https://www.codechef.com//problems/GCAC,214,26.92
"
1-2 Game
",https://www.codechef.com//problems/BINGAME,213,40.45
"
Chef and Array and K
",https://www.codechef.com//problems/CHEFARK,212,19.97
"
L-R queries
",https://www.codechef.com//problems/LRQUER,212,15.62
"
Optimize The Slow Code
",https://www.codechef.com//problems/OPTCODE,212,42.65
"
Even Odd subsequences
",https://www.codechef.com//problems/EOSUBSEQ,212,43.18
"
Little Elephant and Cards
",https://www.codechef.com//problems/LECARDS,211,34.02
"
Music Shopping
",https://www.codechef.com//problems/SONGSHOP,211,37
"
Treeversion
",https://www.codechef.com//problems/TREEVERS,211,23.17
"
Organisation
",https://www.codechef.com//problems/UWCOI21C,211,19.26
"
Little Elephant and Bamboo
",https://www.codechef.com//problems/LEBAMBOO,210,24.1
"
Eugene and function
",https://www.codechef.com//problems/KFUNC,210,13.41
"
Centeroid
",https://www.codechef.com//problems/CENTREE,210,35.11
"
Chef and Interactive XOR
",https://www.codechef.com//problems/INTXOR,208,17.85
"
Chef and Trump Cards
",https://www.codechef.com//problems/CRDGAME2,208,20.16
"
Permutation Swaps
",https://www.codechef.com//problems/P7SWAPS,208,22.91
"
Chef's Dream
",https://www.codechef.com//problems/DREAM,207,35.91
"
Binary Tournament
",https://www.codechef.com//problems/BINTOUR,207,34.92
"
Chef and a great voluntary Program
",https://www.codechef.com//problems/CHEFGP,207,21.77
"
Chef and Two Fans
",https://www.codechef.com//problems/CHFANS,206,19.41
"
Chef and Land
",https://www.codechef.com//problems/CHEFIHG,206,29.87
"
The making of a cake
",https://www.codechef.com//problems/KOL1504,205,21.65
"
Beats and Pieces
",https://www.codechef.com//problems/BPS,205,28.25
"
Permutation Split
",https://www.codechef.com//problems/PERMSPL,205,36.22
"
Different Neighbours
",https://www.codechef.com//problems/DIFNEIGH,204,25.31
"
Painting Racing Lanes
",https://www.codechef.com//problems/RACELANE,203,36.14
"
Chef and Circles
",https://www.codechef.com//problems/CCIRCLES,203,19.66
"
Second Largest Element
",https://www.codechef.com//problems/SLAEL,202,22.51
"
Get a Bucket of Water
",https://www.codechef.com//problems/BUCKETWA,202,39.06
"
Chef and Codes
",https://www.codechef.com//problems/CHODE,201,30.9
"
Chef and Railway Stations
",https://www.codechef.com//problems/CHEFRAIL,200,17.56
"
The Rise and Fall of Power
",https://www.codechef.com//problems/A4,199,7.79
"
Little Elephant and Mouses
",https://www.codechef.com//problems/LEMOUSE,199,39.59
"
Infinite polygons
",https://www.codechef.com//problems/ICM0003,198,62.46
"
Lucky Count
",https://www.codechef.com//problems/LUCKY1,197,40.75
"
Chef and Strange Operations
",https://www.codechef.com//problems/STROPR,197,14.21
"
Batteries Needed!
",https://www.codechef.com//problems/BATTERY,197,27.36
"
W String
",https://www.codechef.com//problems/WSTRING,195,18.67
"
Devu And Churu 
",https://www.codechef.com//problems/DCGAME,195,9.8
"
Fighting Armies
",https://www.codechef.com//problems/ARMYFGT,195,19.29
"
Weight of Numbers
",https://www.codechef.com//problems/WEIGHT,194,38.34
"
A Small Array
",https://www.codechef.com//problems/SMALLARR,194,35.26
"
A - Appearance Count
",https://www.codechef.com//problems/ZUBAPCNT,193,36.9
"
Younger Brother
",https://www.codechef.com//problems/CHEFBRO,192,34.72
"
Yet Another Problem About Sequences
",https://www.codechef.com//problems/EARTSEQ,192,18.23
"
Triangle Query
",https://www.codechef.com//problems/TRIQRY,191,17.2
"
Chef and Two Queens
",https://www.codechef.com//problems/CHQUEENS,190,45.47
"
The In-XOR-able Task
",https://www.codechef.com//problems/XOXO,190,31.21
"
Chef and Triangles
",https://www.codechef.com//problems/MAKETRI,189,18.28
"
Plane Division
",https://www.codechef.com//problems/PLANEDIV,188,16.55
"
Reach Equilibrium
",https://www.codechef.com//problems/EQUILIBR,188,64.33
"
Robot Movings
",https://www.codechef.com//problems/MOVES,187,22.92
"
Chef and Cake
",https://www.codechef.com//problems/CHEFCK,187,14.05
"
Missing Number
",https://www.codechef.com//problems/MSNG,187,15.52
"
Chef and Robots Competition
",https://www.codechef.com//problems/CHEFARC,185,20.11
"
Chef and Subsequences
",https://www.codechef.com//problems/RECNDSUB,185,41.22
"
Draughts
",https://www.codechef.com//problems/DRGHTS,184,17.23
"
Too Much Xor
",https://www.codechef.com//problems/TOOXOR,184,17.18
"
Trip
",https://www.codechef.com//problems/TRIP,183,11.86
"
Chef and His Friend
",https://www.codechef.com//problems/FRNDMTNG,183,22.16
"
Friends Meeting
",https://www.codechef.com//problems/FRIEMEET,183,29.74
"
Minimum Insertions
",https://www.codechef.com//problems/MININS,183,20.63
"
Magical Candy Store
",https://www.codechef.com//problems/CNDYGAME,183,13.2
"
Minimum Dual Area
",https://www.codechef.com//problems/DAREA,183,29.14
"
The Black and White Knights
",https://www.codechef.com//problems/BWKNIGHT,182,15.21
"
Random decreasing function
",https://www.codechef.com//problems/RDF,182,34.7
"
Forced Output
",https://www.codechef.com//problems/YNOUTPUT,180,33.23
"
Vision
",https://www.codechef.com//problems/VSN,180,29.38
"
Good Median
",https://www.codechef.com//problems/GMEDIAN,180,17.59
"
Sereja and Graph
",https://www.codechef.com//problems/SEAGRP,179,24.64
"
Consecutive Adding
",https://www.codechef.com//problems/CONSADD,179,44.2
"
A Few Laughing Men
",https://www.codechef.com//problems/LAUGHMEN,178,20.38
"
Little Elephant and Balance
",https://www.codechef.com//problems/LUCKYBAL,177,40.76
"
Waiting in Queue
",https://www.codechef.com//problems/QUEUE2,177,43.9
"
Corrupted Seven-Segment Display
",https://www.codechef.com//problems/SEVENSEG,177,27.13
"
Fly height mode
",https://www.codechef.com//problems/FLYMODE,176,24.21
"
Two Flowers
",https://www.codechef.com//problems/TWOFL,176,20.31
"
Dish Distribution
",https://www.codechef.com//problems/DISHDIS,175,22.49
"
Sign Wave
",https://www.codechef.com//problems/SIGNWAVE,175,23.2
"
Chef and GCD Game 
",https://www.codechef.com//problems/CHGCDG,174,23.57
"
Chef and Square Set
",https://www.codechef.com//problems/CHEFSSET,173,19.22
"
Fuzzy Linear Combinations
",https://www.codechef.com//problems/FUZZYLIN,173,25.42
"
Base Plans
",https://www.codechef.com//problems/UWCOI20D,173,34.44
"
Equalization
",https://www.codechef.com//problems/EQUALIZ,172,42.8
"
XD Subsequences
",https://www.codechef.com//problems/XDS,172,34.43
"
Profitable Paths
",https://www.codechef.com//problems/PRT,172,18.29
"
Maximum Size Hollow Square
",https://www.codechef.com//problems/HOLLOW,172,43.21
"
Count Relations
",https://www.codechef.com//problems/COUNTREL,171,29.86
"
Mike and Stamps
",https://www.codechef.com//problems/MIKE3,171,25.21
"
Precious Stones
",https://www.codechef.com//problems/KOL16F,171,10.31
"
Pizza Party
",https://www.codechef.com//problems/PIZPAR,171,26.52
"
Method Resolution Order
",https://www.codechef.com//problems/MRO,171,60.15
"
Chipped Tree
",https://www.codechef.com//problems/EXUND,171,30.1
"
Chef and sequence
",https://www.codechef.com//problems/UASEQ,170,35.56
"
Puppy and Catchers
",https://www.codechef.com//problems/PPCTS,170,27.97
"
Change the Signs
",https://www.codechef.com//problems/CHSIGN,170,13.77
"
Jurassic Park
",https://www.codechef.com//problems/NI01,169,26.24
"
CAO Stage-2
",https://www.codechef.com//problems/CAOS2,169,26.89
"
A Tale of Three Squares
",https://www.codechef.com//problems/TALESQUA,169,25.81
"
Chef and Divisors
",https://www.codechef.com//problems/DIVISOR,169,26.1
"
Mex division
",https://www.codechef.com//problems/MEXDIV,168,36.53
"
Learning Dishes
",https://www.codechef.com//problems/UPDOTR,167,20.78
"
Pseudo Sorting Algorithm
",https://www.codechef.com//problems/SORTALGO,167,24.71
"
Chef Teams
",https://www.codechef.com//problems/CTEAMS,166,26.07
"
Longest Weird Subsequence
",https://www.codechef.com//problems/LWS,166,38.53
"
Subsequence Frequency Counting
",https://www.codechef.com//problems/SUBSFREQ,166,25.29
"
Rectangles Counting
",https://www.codechef.com//problems/RECTCNT,165,15.12
"
Socializing Game around Pizza
",https://www.codechef.com//problems/BIGPIZA,165,25.22
"
Sealing up
",https://www.codechef.com//problems/SEALUP,165,16.73
"
Kira Loves Palindromes
",https://www.codechef.com//problems/KLPM,164,19.1
"
Chef and Filters
",https://www.codechef.com//problems/CHEFFILT,163,18.76
"
Escape One
",https://www.codechef.com//problems/CHEFZRON,163,24.24
"
Save The Trees
",https://www.codechef.com//problems/KOL1509,162,15.75
"
Eugene and big number
",https://www.codechef.com//problems/KBIGNUMB,162,9.21
"
Houses and Restaurants
",https://www.codechef.com//problems/RHOUSE,161,16.45
"
Breaking Into Atoms
",https://www.codechef.com//problems/ATOMS,160,44.13
"
Cracking the Code
",https://www.codechef.com//problems/CODECRCK,160,16.77
"
A Triangle and Two Squares
",https://www.codechef.com//problems/SQRTRI,160,39.91
"
Chefs new Pet
",https://www.codechef.com//problems/HAREJUMP,159,30.46
"
Flooring
",https://www.codechef.com//problems/FLOORI4,159,14.37
"
Plant Location
",https://www.codechef.com//problems/K1,158,23.77
"
Stepping Up
",https://www.codechef.com//problems/STEPUP,158,28.98
"
Good Numbers
",https://www.codechef.com//problems/GOODNUMB,158,9.14
"
No Strings Attached
",https://www.codechef.com//problems/NSA,158,25.93
"
Priya and Parity
",https://www.codechef.com//problems/CENS20E,158,34.51
"
Valid Paths
",https://www.codechef.com//problems/VPATH,158,30.21
"
A Simple Game
",https://www.codechef.com//problems/SIMGAM,157,34
"
Expected Area
",https://www.codechef.com//problems/EAREA,157,49.21
"
The Great Wall of Byteland
",https://www.codechef.com//problems/BWALL,156,30.25
"
BIT Magazine
",https://www.codechef.com//problems/TRMAG,156,34.04
"
Chef Travel Routes
",https://www.codechef.com//problems/TRAVELER,156,38.36
"
Lighthouses
",https://www.codechef.com//problems/LIGHTHSE,156,19.69
"
Guess It Right
",https://www.codechef.com//problems/GUESSRT,156,29.72
"
Little Elephant and Balloons
",https://www.codechef.com//problems/LEBALONS,155,19.65
"
Yet Another Nice Girl
",https://www.codechef.com//problems/ARRGAME2,155,19.13
"
Fibonacci Queries
",https://www.codechef.com//problems/FIBQ,155,21.96
"
Protecting The Poison
",https://www.codechef.com//problems/PROTEPOI,155,20.73
"
Gears
",https://www.codechef.com//problems/GEARS,155,24.16
"
The Grux Permutation 
",https://www.codechef.com//problems/DPERM,155,17.21
"
Alien Chefs
",https://www.codechef.com//problems/DOWNLOAD,154,2.13
"
Los Pollos Hermanos
",https://www.codechef.com//problems/RRUN,154,33.39
"
Chef and Tic-Tac-Toe
",https://www.codechef.com//problems/CHEFTIC,153,21.09
"
Expected Candies
",https://www.codechef.com//problems/EXPCAN,153,35.58
"
Lucky Number
",https://www.codechef.com//problems/LUCKY2,152,10.48
"
Arranging the Inventory
",https://www.codechef.com//problems/INVENTRY,151,22.51
"
Beauty of Konoha
",https://www.codechef.com//problems/BEAUKONO,151,53.28
"
B - Candy Love
",https://www.codechef.com//problems/BIT2B,151,19.98
"
The Guessing Game
",https://www.codechef.com//problems/A3,150,8.65
"
Nikhils Dungeon
",https://www.codechef.com//problems/NDUNGEON,149,22.98
"
Infinite Grid Game
",https://www.codechef.com//problems/IGAME,149,30.83
"
Generalized Arithmetic Progression Free Sequence
",https://www.codechef.com//problems/GENARSEQ,149,22.06
"
Circle of death
",https://www.codechef.com//problems/CIRKILL,149,29.39
"
Professor on a Trip
",https://www.codechef.com//problems/PROFTRIP,149,33.39
"
Telephone Network
",https://www.codechef.com//problems/TELNET,149,43.3
"
Knight Covering
",https://www.codechef.com//problems/KNICOV,148,24.01
"
C - Club of Riders
",https://www.codechef.com//problems/ZUBRIDER,148,36.32
"
Folding Paper
",https://www.codechef.com//problems/PAPER,148,21.88
"
Most Popular Friend
",https://www.codechef.com//problems/LOKBIL,147,28.83
"
Lucky Palin
",https://www.codechef.com//problems/LUCKPAL,147,18.95
"
Game
",https://www.codechef.com//problems/RRGAME,147,19.66
"
Fast squarer
",https://www.codechef.com//problems/FSTSQ,147,14.57
"
Perfection
",https://www.codechef.com//problems/PRFCTN,147,28.86
"
An Interesting Sequence
",https://www.codechef.com//problems/ISS,147,15.3
"
Little Elephant and Order
",https://www.codechef.com//problems/LUCKY10,146,24.25
"
Receipt Recovery
",https://www.codechef.com//problems/RECRECOV,146,23.55
"
GCD Sum
",https://www.codechef.com//problems/GCDSUM,146,19.32
"
Algebra Score
",https://www.codechef.com//problems/PROC18D,146,23.27
"
Doubly Increasing Path
",https://www.codechef.com//problems/DINCPATH,145,19.96
"
Biladerim Icin
",https://www.codechef.com//problems/LAPD,145,12.05
"
Exploding Search 
",https://www.codechef.com//problems/INSOMA2,144,28.03
"
The Christmas Gift
",https://www.codechef.com//problems/KOL1502,144,16.57
"
Too Much Sweetness
",https://www.codechef.com//problems/ABX02,144,22.51
"
Finding Teammate
",https://www.codechef.com//problems/TEAMMATE,144,22.09
"
Endgame
",https://www.codechef.com//problems/ICL1906,144,20.64
"
Maximal crosses
",https://www.codechef.com//problems/MAXCROSS,143,22.31
"
Whole submatrix
",https://www.codechef.com//problems/WINDOW2,143,19.74
"
Bear and Segments
",https://www.codechef.com//problems/BEARSEG,143,14.96
"
Cutting Pizza
",https://www.codechef.com//problems/CUTPIZ,143,31.39
"
The In-XOR-able Task
",https://www.codechef.com//problems/XORCIST,142,34.88
"
Tennis Tournament
",https://www.codechef.com//problems/TOURNAM,140,31.27
"
Maximize Grid Score
",https://www.codechef.com//problems/MAXIEDGE,140,34.9
"
Convolution
",https://www.codechef.com//problems/ARRQRY,140,22.3
"
Banned Quotient
",https://www.codechef.com//problems/BANQUNT,140,22.8
"
Team Divisions
",https://www.codechef.com//problems/ICM0005,140,66.39
"
Tri-Hexagonal Puzzle
",https://www.codechef.com//problems/N4,139,33.09
"
Brush Fire
",https://www.codechef.com//problems/FIRE,139,25.55
"
Packing the Golden Triangles
",https://www.codechef.com//problems/PACKBAND,139,17.11
"
Ciel and Map
",https://www.codechef.com//problems/CIELMAP,139,24.15
"
Need More Diamonds
",https://www.codechef.com//problems/DIAMOND,139,26.07
"
Tree Expectancy
",https://www.codechef.com//problems/EXPTREE,139,39.29
"
Fitness Exercises 
",https://www.codechef.com//problems/EXERCISE,139,25.18
"
Delicious Dishes
",https://www.codechef.com//problems/DDISH,137,8.02
"
Ankit, Srijan and a game of stone piles
",https://www.codechef.com//problems/ANKGAME,137,23.87
"
Chef and Two String
",https://www.codechef.com//problems/CHEFTWOS,137,25.75
"
How many Topics
",https://www.codechef.com//problems/ZCOPREP,137,20.52
"
Snake Snaky
",https://www.codechef.com//problems/SNAKY,136,15.41
"
Golden Trees
",https://www.codechef.com//problems/GROWGOLD,136,8.25
"
Easy Numbers
",https://www.codechef.com//problems/EZNO,136,29.47
"
Table Game
",https://www.codechef.com//problems/TABGAME,136,13.78
"
Sereja and Transformation
",https://www.codechef.com//problems/SEATRSF,135,27.59
"
Chef and Combinatorics
",https://www.codechef.com//problems/GERALD05,135,37.42
"
Chang and Perfect Quadruples
",https://www.codechef.com//problems/CHNGSUM,135,28.55
"
Find an element in hidden array
",https://www.codechef.com//problems/ELHIDARR,135,19.19
"
Stack Of Rectangles
",https://www.codechef.com//problems/ICM0004,135,59.75
"
Super-plane
",https://www.codechef.com//problems/SUPERPLN,134,15.74
"
Fenwick Iterations
",https://www.codechef.com//problems/FENWITER,134,38.54
"
A Pizza Slice
",https://www.codechef.com//problems/XYPIZQ,134,49.54
"
A-E Hash Function
",https://www.codechef.com//problems/AEHASH,133,20.75
"
Little Elephant and Magic
",https://www.codechef.com//problems/LEMAGIC,133,32.17
"
Cube Cakes
",https://www.codechef.com//problems/CUBE,133,21.91
"
Travelling Saleschef
",https://www.codechef.com//problems/TRVLCHEF,133,17.01
"
Treasure Hunting
",https://www.codechef.com//problems/N1,132,26.84
"
Rendezvous
",https://www.codechef.com//problems/TR1,132,14.51
"
Obstacle Course
",https://www.codechef.com//problems/COURSE,132,4.6
"
Byteknights and Byteknaves
",https://www.codechef.com//problems/BYTEISLE,132,17.38
"
FastFood Combos
",https://www.codechef.com//problems/FFCOMB,132,21.37
"
Randomly Testing Circuits
",https://www.codechef.com//problems/CIRCUITS,131,33.81
"
Defacing Score
",https://www.codechef.com//problems/DEFACING,131,10.71
"
Cleaning Drive
",https://www.codechef.com//problems/DRIVE,131,27.95
"
Golf course
",https://www.codechef.com//problems/F1,130,8.4
"
Omax
",https://www.codechef.com//problems/OMAX,130,21.42
"
Maximal Score Path
",https://www.codechef.com//problems/RG_01,130,14.11
"
Up for a Game
",https://www.codechef.com//problems/CLGAME,130,21.07
"
Transmutation Diamonds
",https://www.codechef.com//problems/MXPOWER,130,24.88
"
Chef and Pepperoni Pizza Again
",https://www.codechef.com//problems/PEPPERA,130,30.44
"
Just a simple sum
",https://www.codechef.com//problems/H4,129,3.74
"
Flu Shot Lineup
",https://www.codechef.com//problems/FLUSHOT,129,19.46
"
Devu and a light discussion
",https://www.codechef.com//problems/DEVLDISC,128,40.36
"
Awkwardness Minimization
",https://www.codechef.com//problems/AWKMINI,128,34.46
"
Chef and Circle Run
",https://www.codechef.com//problems/CHEFCRUN,127,17.4
"
Post Tree
",https://www.codechef.com//problems/POSTTREE,127,20.58
"
Chef and collection of stamps
",https://www.codechef.com//problems/CHSTAMP,126,13.78
"
Chef and cinema
",https://www.codechef.com//problems/CHCINEMA,126,22.99
"
Coordinate Compression 
",https://www.codechef.com//problems/KCOMPRES,126,14.88
"
Warriors
",https://www.codechef.com//problems/WARRIORS,126,6.89
"
Chef Challenge
",https://www.codechef.com//problems/CHFCH,124,15.22
"
Counting Inversions Again!
",https://www.codechef.com//problems/INVZCNT,124,18.2
"
F - Stone Land
",https://www.codechef.com//problems/STONED,124,30.02
"
Yet Another Partition Problem
",https://www.codechef.com//problems/EXUNC,123,31.15
"
Bogosort
",https://www.codechef.com//problems/BOGOSORT,122,23.23
"
Interval Game
",https://www.codechef.com//problems/INTERVAL,122,7.52
"
Short in Average
",https://www.codechef.com//problems/AVGSHORT,122,15.45
"
Obtain Desired Expected Value
",https://www.codechef.com//problems/OBEXPVAL,122,22.6
"
Go Round
",https://www.codechef.com//problems/RNDRND,122,36.16
"
Chef and Segments
",https://www.codechef.com//problems/CHSGMNTS,121,23.7
"
Matrix Transformation
",https://www.codechef.com//problems/MTRNSFRM,121,30.22
"
Useless Clocks
",https://www.codechef.com//problems/CLUSCL,121,31.95
"
What is the Cost of Reading
",https://www.codechef.com//problems/READCOST,121,20.17
"
Maximum Score
",https://www.codechef.com//problems/MAXSCOR,121,21.22
"
Sebi and the cube
",https://www.codechef.com//problems/SECUBE,120,12.32
"
Run Direction
",https://www.codechef.com//problems/RUNDIR,120,21.92
"
Inverse Knapsack
",https://www.codechef.com//problems/INVSACK,120,35.45
"
Coloring Intervals
",https://www.codechef.com//problems/COLINT,120,37.7
"
Rectangles of Love
",https://www.codechef.com//problems/RECTLOVE,119,22.22
"
Samosa Bhai and his Courier Company
",https://www.codechef.com//problems/KOL1506,118,4.26
"
Chef and his Best Friend
",https://www.codechef.com//problems/CHEFBEST,118,6.1
"
SAD Queries
",https://www.codechef.com//problems/SADQ,118,18.88
"
Abdullah and Toll Discounts
",https://www.codechef.com//problems/ABDTOLL,118,34.01
"
Old Farmer
",https://www.codechef.com//problems/OLDFAR,116,35.64
"
Big Queries
",https://www.codechef.com//problems/BGQRS,115,10.73
"
Killing Zombies
",https://www.codechef.com//problems/CLKLZM,115,17.72
"
Suffix Palindromes
",https://www.codechef.com//problems/SFXPAL,115,43.17
"
Equalize
",https://www.codechef.com//problems/EQUALIZE,114,11.97
"
Kth Max Subarray
",https://www.codechef.com//problems/KTHMAX,114,16.65
"
Chef and Triangles
",https://www.codechef.com//problems/LTM40CD,114,11.67
"
Long Homework
",https://www.codechef.com//problems/LNGHW,114,10.45
"
Our Base is Under Attack
",https://www.codechef.com//problems/BASE,112,7.47
"
Highway Crossing
",https://www.codechef.com//problems/HIGHWAYC,112,18.86
"
IPL Begins
",https://www.codechef.com//problems/FCIPL,112,52.63
"
Banana String
",https://www.codechef.com//problems/BANSTR,111,17.87
"
Carry All Fruits
",https://www.codechef.com//problems/BASKETS,111,36.49
"
Tree paths sum
",https://www.codechef.com//problems/CCBTS05,111,21
"
Palindromic Queries
",https://www.codechef.com//problems/ANKPAL,110,7.48
"
Bag of Tiles
",https://www.codechef.com//problems/TILEBAG,110,26.81
"
Weirwood Trees
",https://www.codechef.com//problems/MIRTREE,110,30.35
"
Chef Does Coke Yet Again
",https://www.codechef.com//problems/COKE2,110,13.42
"
Digits Cannot Separate
",https://www.codechef.com//problems/DIGITSEP,109,19.54
"
A Tale of Two Right Angled Triangles
",https://www.codechef.com//problems/TALETRI,109,25.4
"
Chef and Meatballs
",https://www.codechef.com//problems/COMAS,108,33.93
"
Infinite Increments
",https://www.codechef.com//problems/INFTINCR,108,26.45
"
Robots in Chefland
",https://www.codechef.com//problems/ROBOTS,108,19.59
"
Node Codon
",https://www.codechef.com//problems/CODON,108,25.4
"
Chef and Trees
",https://www.codechef.com//problems/MAXDIST,107,22.85
"
Expected Product
",https://www.codechef.com//problems/EXPTPROD,107,39.39
"
A Game of Balls
",https://www.codechef.com//problems/GAMEBALL,106,34.83
"
Autonomous Cars
",https://www.codechef.com//problems/AUTOCARS,106,30.02
